director_name,actor_2_name,actor_1_name,movie_title,actor_3_name
Paul Verhoeven,Patrick Muldoon,Jake Busey,Starship Troopers ,Seth Gilliam
Tom Tykwer,Jim Sturgess,Tom Hanks,Cloud Atlas ,Jim Broadbent
Zack Snyder,Richard Roxburgh,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,Anthony LaPaglia
Pitof,Christopher Heyerdahl,Frances Conroy,Catwoman ,Alex Borstein
Brett Ratner,Rufus Sewell,Dwayne Johnson,Hercules ,Ingrid Bolsø Berdal
Ron Clements,Martin Short,Joseph Gordon-Levitt,Treasure Planet ,Michael Wincott
Brad Silberling,Anna Friel,Will Ferrell,Land of the Lost ,Bobb'e J. Thompson
Patrick Hughes,Sylvester Stallone,Jason Statham,The Expendables 3 ,Harrison Ford
Ericson Core,Edgar Ramírez,Ray Winstone,Point Break ,Delroy Lindo
Lawrence Guterman,Traylor Howard,Jamie Kennedy,Son of the Mask ,Ben Stein
Ron Howard,Benjamin Walker,Chris Hemsworth,In the Heart of the Sea ,Frank Dillane
Ron Underwood,Randy Quaid,Rosario Dawson,The Adventures of Pluto Nash ,Burt Young
Paul Greengrass,Sean Huze,Matt Damon,Green Zone ,Igal Naor
Steve Martino,Venus Schultheis,Francesca Capaldi,The Peanuts Movie ,Bill Melendez
David Mamet,Felicity Huffman,Ben Gazzara,The Spanish Prisoner ,Campbell Scott
Stephen Sommers,Brendan Fraser,Dwayne Johnson,The Mummy Returns ,Patricia Velasquez
Martin Scorsese,Liam Neeson,Leonardo DiCaprio,Gangs of New York ,Jim Broadbent
Yimou Zhang,Ni Ni,Christian Bale,The Flowers of War ,Shigeo Kobayashi
Ash Brannon,Zooey Deschanel,Jeff Bridges,Surf's Up ,Jon Heder
Frank Oz,Matthew Broderick,Jon Lovitz,The Stepford Wives ,Roger Bart
Ridley Scott,Sam Shepard,Ioan Gruffudd,Black Hawk Down ,Ewen Bremner
Jay Roach,Thomas Middleditch,Will Ferrell,The Campaign ,Katherine LaNasa
Luc Besson,Bruce Willis,Milla Jovovich,The Fifth Element ,Gary Oldman
Michael Patrick King,Liza Minnelli,Chris Noth,Sex and the City 2 ,Kristin Davis
Bibo Bergeron,Rosie Perez,Frank Welker,The Road to El Dorado ,Elton John
Steve Martino,Josh Gad,Peter Dinklage,Ice Age: Continental Drift ,Drake
Kenneth Branagh,Derek Jacobi,Hayley Atwell,Cinderella ,Lily James
Peter Jackson,AJ Michalka,Michael Imperioli,The Lovely Bones ,Tom McCarthy
Andrew Stanton,Stephen Root,Alexander Gould,Finding Nemo ,Brad Garrett
Peter Jackson,Billy Boyd,Orlando Bloom,The Lord of the Rings: The Return of the King ,Bernard Hill
Peter Jackson,Orlando Bloom,Christopher Lee,The Lord of the Rings: The Two Towers ,Billy Boyd
Sergey Bodrov,Djimon Hounsou,Jeff Bridges,Seventh Son ,Olivia Williams
Simon West,Noah Taylor,Angelina Jolie Pitt,Lara Croft: Tomb Raider ,Chris Barrie
Wally Pfister,Morgan Freeman,Johnny Depp,Transcendence ,Clifton Collins Jr.
Joe Johnston,Trevor Morgan,Michael Jeter,Jurassic Park III ,Alessandro Nivola
Rupert Wyatt,David Oyelowo,James Franco,Rise of the Planet of the Apes ,Tyler Labine
Mark Waters,Tod Fennell,Martin Short,The Spiderwick Chronicles ,Joan Plowright
John Moore,Cole Hauser,Bruce Willis,A Good Day to Die Hard ,Megalyn Echikunwoke
John Lee Hancock,Marc Blucas,Dennis Quaid,The Alamo ,Jordi Mollà
Brad Bird,Craig T. Nelson,Holly Hunter,The Incredibles ,Lou Romano
Renny Harlin,Frank Langella,Christopher Masterson,Cutthroat Island ,Matthew Modine
Chris Columbus,Rosario Dawson,Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief ,Steve Coogan
Barry Sonnenfeld,Rip Torn,Will Smith,Men in Black ,Linda Fiorentino
John Lasseter,John Ratzenberger,Tom Hanks,Toy Story 2 ,Wayne Knight
Tony Scott,Rosario Dawson,Denzel Washington,Unstoppable ,Ethan Suplee
Brett Ratner,John Lone,Mei Melançon,Rush Hour 2 ,Harris Yulin
Robert Zemeckis,Amber Valletta,Harrison Ford,What Lies Beneath ,Miranda Otto
Phil Lord,Bobb'e J. Thompson,Will Forte,Cloudy with a Chance of Meatballs ,Al Roker
Carlos Saldanha,Maile Flanagan,Denis Leary,Ice Age: Dawn of the Dinosaurs ,Kelly Keaton
Ben Stiller,Adrian Martinez,Adam Scott,The Secret Life of Walter Mitty ,Joey Slotnick
McG,LL Cool J,Bill Murray,Charlie's Angels ,Kelly Lynch
Martin Scorsese,Matt Damon,Leonardo DiCaprio,The Departed ,Ray Winstone
Tony Bancroft,Harvey Fierstein,Ming-Na Wen,Mulan ,June Foray
Ben Stiller,Steve Coogan,Robert Downey Jr.,Tropic Thunder ,Brandon T. Jackson
David Fincher,Goran Visnjic,Robin Wright,The Girl with the Dragon Tattoo ,Joely Richardson
John McTiernan,Aldis Hodge,Bruce Willis,Die Hard with a Vengeance ,Kevin Chamberlin
Guy Ritchie,Eddie Marsan,Robert Downey Jr.,Sherlock Holmes ,Robert Maillet
Timur Bekmambetov,Ayelet Zurer,Morgan Freeman,Ben-Hur ,Moises Arias
Gary Trousdale,Jim Varney,Leonard Nimoy,Atlantis: The Lost Empire ,Cree Summer
Walt Becker,Joshua Mikel,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,Jesse McCartney
Bryan Singer,Tom Wilkinson,Tom Cruise,Valkyrie ,Thomas Kretschmann
Dennis Dugan,Sayed Badreya,Adam Sandler,You Don't Mess with the Zohan ,Kevin Nealon
Chris Columbus,Adam Sandler,Peter Dinklage,Pixels ,Josh Gad
Steven Spielberg,William Hurt,Haley Joel Osment,A.I. Artificial Intelligence ,Kevin Sussman
Rob Minkoff,Rachael Harris,Marsha Thomason,The Haunted Mansion ,Marc John Jefferies
Robert Zemeckis,Tom Skerritt,Matthew McConaughey,Contact ,Larry King
Paul Verhoeven,Kim Dickens,Greg Grunberg,Hollow Man ,Joey Slotnick
Sydney Pollack,George Harris,Curtiss Cook,The Interpreter ,Michael Wright
Thor Freudenthal,Leven Rambin,Logan Lerman,Percy Jackson: Sea of Monsters ,Brandon T. Jackson
Jan de Bont,Angelina Jolie Pitt,Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,Djimon Hounsou
Jon M. Chu,Morgan Freeman,Daniel Radcliffe,Now You See Me 2 ,Sanaa Lathan
Phillip Noyce,Michael Byrne,Alun Armstrong,The Saint ,Velibor Topic
Tony Scott,Stephen Dillane,Brad Pitt,Spy Game ,Catherine McCormack
Brian De Palma,Connie Nielsen,Don Cheadle,Mission to Mars ,Kim Delaney
Carlos Saldanha,Wanda Sykes,Anne Hathaway,Rio ,Will.i.am
Chris Columbus,Oliver Platt,Robin Williams,Bicentennial Man ,John Michael Higgins
Mick Jackson,Anne Heche,Don Cheadle,Volcano ,Gaby Hoffmann
Alan J. Pakula,Brad Pitt,Harrison Ford,The Devil's Own ,Natascha McElhone
Kathryn Bigelow,Christian Camargo,Liam Neeson,K-19: The Widowmaker ,Lex Shrapnel
Josh Trank,Reg E. Cathey,Tim Blake Nelson,Fantastic Four ,Tim Heidecker
John Milius,Mako,William Smith,Conan the Barbarian ,Sandahl Bergman
Ron Howard,Bruce McGill,Paddy Considine,Cinderella Man ,Rosemarie DeWitt
Andrey Konchalovskiy,Nathan Lane,Shirley Henderson,The Nutcracker in 3D ,Richard E. Grant
Gary Ross,Michael Angarano,Jeff Bridges,Seabiscuit ,Michael O'Neill
Jan de Bont,Alan Ruck,Philip Seymour Hoffman,Twister ,Jami Gertz
Rob Cohen,Vin Diesel,Paul Walker,The Fast and the Furious ,Jordana Brewster
Robert Zemeckis,Paul Sanchez,Tom Hanks,Cast Away ,Nick Searcy
George Miller,Hugh Jackman,Robin Williams,Happy Feet ,Elizabeth Daily
Paul Greengrass,Joan Allen,Matt Damon,The Bourne Supremacy ,Oksana Akinshina
Wolfgang Petersen,Gary Oldman,Harrison Ford,Air Force One ,Dean Stockwell
Steven Soderbergh,Bernie Mac,Brad Pitt,Ocean's Eleven ,Elliott Gould
Paul W.S. Anderson,Logan Lerman,Milla Jovovich,The Three Musketeers ,Orlando Bloom
Genndy Tartakovsky,Adam Sandler,Steve Buscemi,Hotel Transylvania ,Jon Lovitz
Kevin Lima,Teala Dunn,Jeff Bennett,Enchanted ,Fred Tatasciore
,,,,
Daniel Espinosa,Ryan Reynolds,Denzel Washington,Safe House ,Sam Shepard
Kevin Lima,Eric Idle,Ioan Gruffudd,102 Dalmatians ,Jim Carter
Brett Ratner,Gabourey Sidibe,Matthew Broderick,Tower Heist ,Judd Hirsch
Nancy Meyers,Rufus Sewell,Kate Winslet,The Holiday ,Sarah Parish
Tony Scott,Jake Busey,Will Smith,Enemy of the State ,Lisa Bonet
Nancy Meyers,Hunter Parrish,Meryl Streep,It's Complicated ,Zoe Kazan
Steven Soderbergh,Matt Damon,Al Pacino,Ocean's Thirteen ,Brad Pitt
Roger Allers,Debra Messing,Jon Favreau,Open Season ,Jane Krakowski
Neil Burger,Theo James,Kate Winslet,Divergent ,Mekhi Phifer
Jean-Jacques Annaud,Gabriel Thomson,Bob Hoskins,Enemy at the Gates ,Clemens Schick
Peter Berg,Rosario Dawson,Dwayne Johnson,The Rundown ,Ewen Bremner
John McTiernan,Tom Noonan,F. Murray Abraham,Last Action Hero ,Joan Plowright
Rob Marshall,Mako,Li Gong,Memoirs of a Geisha ,Karl Yune
Justin Lin,Zachery Ty Bryan,Amber Stevens West,The Fast and the Furious: Tokyo Drift ,Nikki Griffin
Sarah Smith,Imelda Staunton,Jim Broadbent,Arthur Christmas ,Michael Palin
Martin Brest,Brad Pitt,Anthony Hopkins,Meet Joe Black ,Jake Weber
Andrew Davis,Rick Worthy,Raymond Cruz,Collateral Damage ,Jsu Garcia
Bob Fosse,Ben Vereen,Roy Scheider,All That Jazz ,Max Wright
Tarsem Singh,Nathan Lane,Julia Roberts,Mirror Mirror ,Danny Woodburn
Edgar Wright,Kieran Culkin,Anna Kendrick,Scott Pilgrim vs. the World ,Ellen Wong
Jon Amiel,Tchéky Karyo,Glenn Morshower,The Core ,Rekha Sharma
Peter Segal,Janet Jackson,Larry Miller,Nutty Professor II: The Klumps ,Chris Elliott
Raja Gosnell,Linda Cardellini,Sarah Michelle Gellar,Scooby-Doo ,Miguel A. Núñez Jr.
Pete Travis,Jason Cope,Wood Harris,Dredd ,Rakie Ayola
Frank Coraci,Cameron Monaghan,Adam Sandler,Click ,Julie Kavner
George A. Romero,Hal Holbrook,Ted Danson,Creepshow ,Adrienne Barbeau
Brad Peyton,Sean Hayes,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,Katt Williams
Doug Liman,Hayden Christensen,Kristen Stewart,Jumper ,Tom Hulce
Guillermo del Toro,Iván Kamarás,Seth MacFarlane,Hellboy II: The Golden Army ,Brian Steele
David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Zodiac ,Anthony Edwards
Roger Spottiswoode,Michael Rapaport,Robert Duvall,The 6th Day ,Tony Goldwyn
Tom Shadyac,Steve Carell,Morgan Freeman,Bruce Almighty ,Lisa Ann Walter
Sylvester Stallone,Sylvester Stallone,Jason Statham,The Expendables ,Jet Li
Brian De Palma,Kristin Scott Thomas,Tom Cruise,Mission: Impossible ,Vanessa Redgrave
Gary Ross,Josh Hutcherson,Jennifer Lawrence,The Hunger Games ,Anthony Reynolds
Todd Phillips,Mason Lee,Bradley Cooper,The Hangover Part II ,Mike Tyson
Tim Burton,Vincent Schiavelli,Michael Gough,Batman Returns ,Andrew Bryniarski
Tim Johnson,Steve Carell,Bruce Willis,Over the Hedge ,Catherine O'Hara
Dean DeBlois,Jason Scott Lee,Tia Carrere,Lilo & Stitch ,David Ogden Stiers
Gary Winick,Julia Roberts,Steve Buscemi,Charlotte's Web ,Oprah Winfrey
Mimi Leder,Jon Favreau,Morgan Freeman,Deep Impact ,Robert Duvall
Dean Parisot,Anthony Hopkins,Bruce Willis,RED 2 ,Garrick Hagon
Peter Segal,Steve Reevis,Adam Sandler,The Longest Yard ,Dalip Singh
Mike Mitchell,Jesse McCartney,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,Lauren Gottlieb
Dennis Dugan,Adam Sandler,Steve Buscemi,Grown Ups 2 ,Jon Lovitz
Peter Segal,Dwayne Johnson,Bill Murray,Get Smart ,Anne Hathaway
Nancy Meyers,Jon Favreau,Keanu Reeves,Something's Gotta Give ,Paul Michael Glaser
Martin Scorsese,Joseph Sikora,Leonardo DiCaprio,Shutter Island ,Nellie Sciutto
Seth Gordon,Robert Duvall,Jon Favreau,Four Christmases ,Katy Mixon
Chris Wedge,Drew Carey,Jim Broadbent,Robots ,Paula Abdul
John Woo,CCH Pounder,Nicolas Cage,Face/Off ,Joan Allen
Adam Shankman,Carmen Electra,Adam Sandler,Bedtime Stories ,Kathryn Joosten
Sam Mendes,Jennifer Jason Leigh,Tom Hanks,Road to Perdition ,Liam Aiken
Dennis Dugan,Bailee Madison,Adam Sandler,Just Go with It ,Kevin Nealon
,,,,
Simon West,Monica Potter,Steve Buscemi,Con Air ,Dave Chappelle
D.J. Caruso,Ethan Embry,Rosario Dawson,Eagle Eye ,Cameron Boyce
Anthony Minghella,Natalie Portman,Philip Seymour Hoffman,Cold Mountain ,Charlie Hunnam
Albert Hughes,Mila Kunis,Denzel Washington,The Book of Eli ,Gary Oldman
Les Mayfield,Jodi Benson,Robin Williams,Flubber ,Sam Lloyd
Jan de Bont,Lili Taylor,Liam Neeson,The Haunting ,Virginia Madsen
Joe Pytka,Wayne Knight,Bill Murray,Space Jam ,Michael Jordan
Shawn Levy,Henry Czerny,Roger Rees,The Pink Panther ,William Abadie
Scott Derrickson,Jon Hamm,Keanu Reeves,The Day the Earth Stood Still ,Juan Riedinger
Richard Donner,Alex McArthur,Julia Roberts,Conspiracy Theory ,Michael Potts
David Ayer,Logan Lerman,Brad Pitt,Fury ,Jim Parrack
Ivan Reitman,Anne Heche,Harrison Ford,Six Days Seven Nights ,Amy Sedaris
Eric Brevig,Tom Cavanagh,Justin Timberlake,Yogi Bear ,Josh Robert Thompson
Kelly Asbury,Charles Napier,Matt Damon,Spirit: Stallion of the Cimarron ,Zahn McClarnon
Frank Coraci,Leslie Bibb,Rosario Dawson,Zookeeper ,Nicholas Turturro
Stephen Hopkins,William Hurt,Gary Oldman,Lost in Space ,June Lockhart
Jonathan Demme,Dorian Missick,Denzel Washington,The Manchurian Candidate ,Jose Pablo Cantillo
Henry Jaglom,Stephen Dillane,Vanessa Redgrave,Déjà Vu ,Michael Brandon
Genndy Tartakovsky,Adam Sandler,Steve Buscemi,Hotel Transylvania 2 ,Fran Drescher
,,,,
James Algar,Penn Jillette,Quincy Jones,Fantasia 2000 ,Russi Taylor
Simon Wells,Alan Young,Mark Addy,The Time Machine ,Josh Stamberg
Ron Underwood,Mika Boorem,Charlize Theron,Mighty Joe Young ,David Paymer
Dominic Sena,Don Cheadle,Hugh Jackman,Swordfish ,Sam Shepard
Martin Campbell,Nick Chinlund,Michael Emerson,The Legend of Zorro ,Adrian Alonso
Vincent Ward,Annabella Sciorra,Robin Williams,What Dreams May Come ,Rosalind Chao
Steven Brill,Jon Lovitz,Adam Sandler,Little Nicky ,Michael McKean
Terry Gilliam,Heath Ledger,Matt Damon,The Brothers Grimm ,Mackenzie Crook
Tim Burton,Martin Short,Natalie Portman,Mars Attacks! ,Lukas Haas
Lucile Hadzihalilovic,Roxane Duran,Nissim Renard,Evolution ,Julie-Marie Parmentier
Lee Tamahori,Harold Perrineau,Anthony Hopkins,The Edge ,Bart the Bear
Jonathan Mostow,Devin Ratray,Bruce Willis,Surrogates ,Boris Kodjoe
Roger Donaldson,Jon Foster,Bruce Greenwood,Thirteen Days ,Bruce Thomas
Rob Cohen,Viggo Mortensen,Sylvester Stallone,Daylight ,Amy Brenneman
Barry Cook,Tiya Sircar,Charlie Rowe,Walking with Dinosaurs 3D ,Madison Rothschild
Roger Christian,Michael Byrne,Richard Tyson,Battlefield Earth ,John Topor
Joe Dante,Jenna Elfman,Brendan Fraser,Looney Tunes: Back in Action ,Heather Locklear
Rob Marshall,Elio Germano,Fergie,Nine ,Andrea Di Stefano
Richard Donner,Gerard Butler,Paul Walker,Timeline ,Ethan Embry
Kevin Costner,Brian Anthony Wilson,Olivia Williams,The Postman ,Larenz Tate
George Miller,Elizabeth Daily,Adam Goldberg,Babe: Pig in the City ,Glenne Headly
Breck Eisner,Joseph Gilgun,Vin Diesel,The Last Witch Hunter ,Lotte Verbeek
Antony Hoffman,Val Kilmer,Bob Neill,Red Planet ,Tom Sizemore
Luc Besson,Adam LeFevre,Mia Farrow,Arthur and the Invisibles ,Penny Balfour
Jacques Perrin,Jacques Perrin,Pedro Armendáriz Jr.,Oceans ,Rie Miyazawa
Peter Hyams,Catherine McCormack,David Oyelowo,A Sound of Thunder ,Jemima Rooper
Paul W.S. Anderson,Currie Graham,Sasha Roiz,Pompeii ,Dylan Schombing
Andrés Couturier,David Hoffman,Sariann Monaco,Top Cat Begins ,Ben Diskin
Ron Howard,Austin Pendleton,Adam Goldberg,A Beautiful Mind ,Judd Hirsch
Roger Allers,Nathan Lane,Matthew Broderick,The Lion King ,Niketa Calame
Brad Peyton,Dwayne Johnson,Josh Hutcherson,Journey 2: The Mysterious Island ,Kristin Davis
Cody Cameron,Khamani Griffin,Will Forte,Cloudy with a Chance of Meatballs 2 ,Melissa Sturm
Brett Ratner,Anthony Hopkins,Philip Seymour Hoffman,Red Dragon ,Emily Watson
Joe Johnston,Viggo Mortensen,J.K. Simmons,Hidalgo ,Peter Mensah
Dennis Dugan,Adam Sandler,Al Pacino,Jack and Jill ,Tim Meadows
John Singleton,Cole Hauser,Paul Walker,2 Fast 2 Furious ,Mo Gallini
Mark Osborne,James Franco,Jeff Bridges,The Little Prince ,Mackenzie Foy
Oliver Hirschbiegel,Veronica Cartwright,Roger Rees,The Invasion ,Jeremy Northam
Des McAnuff,Janeane Garofalo,Robert De Niro,The Adventures of Rocky & Bullwinkle ,Jonathan Winters
Yarrow Cheney,Eric Stonestreet,Steve Coogan,The Secret Life of Pets ,Albert Brooks
Stephen Norrington,Max Ryan,Jason Flemyng,The League of Extraordinary Gentlemen ,Tony Curran
Pierre Coffin,Miranda Cosgrove,Steve Carell,Despicable Me 2 ,Steve Coogan
Roland Emmerich,Adam Baldwin,Will Smith,Independence Day ,Mary McDonnell
Steven Spielberg,Richard Schiff,Ariana Richards,The Lost World: Jurassic Park ,Vanessa Lee Chester
Eric Darnell,Cedric the Entertainer,Jada Pinkett Smith,Madagascar ,Andy Richter
Alfonso Cuarón,Danny Huston,Charlie Hunnam,Children of Men ,Rita Davies
Bryan Singer,Tyler Mane,Hugh Jackman,X-Men ,Bruce Davison
Timur Bekmambetov,Morgan Freeman,Angelina Jolie Pitt,Wanted ,Common
Michael Bay,Michael Biehn,Nicolas Cage,The Rock ,Bokeem Woodbine
Carlos Saldanha,Ray Romano,Denis Leary,Ice Age: The Meltdown ,Jay Leno
Peter Segal,Peter Dante,Adam Sandler,50 First Dates ,Allen Covert
Adam Shankman,Elijah Kelley,Jerry Stiller,Hairspray ,Paul Dooley
Renny Harlin,Alan Ford,James D'Arcy,Exorcist: The Beginning ,Izabella Scorupco
David Kellogg,Rene Auberjonois,Matthew Broderick,Inspector Gadget ,Rupert Everett
Louis Leterrier,Common,Morgan Freeman,Now You See Me ,Michael Kelly
Dennis Dugan,Adam Sandler,Steve Buscemi,Grown Ups ,Salma Hayek
Steven Spielberg,Chi McBride,Tom Hanks,The Terminal ,Barry Shabaka Henley
,,,,
Thor Freudenthal,Kevin Dillon,Don Cheadle,Hotel for Dogs ,Yvette Nicole Brown
Martin Campbell,Scott Glenn,Nicholas Lea,Vertical Limit ,Ben Mendelsohn
Mike Nichols,Tom Hanks,Philip Seymour Hoffman,Charlie Wilson's War ,Jud Tylor
Bibo Bergeron,Martin Scorsese,Robert De Niro,Shark Tale ,Angelina Jolie Pitt
Bill Condon,Jennifer Hudson,Loretta Devine,Dreamgirls ,Anika Noni Rose
,,,,
F. Gary Gray,Christina Milian,Dwayne Johnson,Be Cool ,Debi Mazar
Steven Spielberg,Moritz Bleibtreu,Ayelet Zurer,Munich ,Mathieu Amalric
Antoine Fuqua,Tom Skerritt,Bruce Willis,Tears of the Sun ,Cole Hauser
Robert Luketic,Lisa Ann Walter,Tom Selleck,Killers ,Catherine O'Hara
Guy Ritchie,Elizabeth Debicki,Henry Cavill,The Man from U.N.C.L.E. ,Christian Berkel
James L. Brooks,Paz Vega,Adam Sandler,Spanglish ,Sarah Steele
Gil Kenan,Jon Heder,Steve Buscemi,Monster House ,Catherine O'Hara
Barry Levinson,Brían F. O'Byrne,Bruce Willis,Bandits ,Azura Skye
Jerry Zucker,Ben Cross,Julia Ormond,First Knight ,John Gielgud
Andy Tennant,Geoffrey Palmer,Bai Ling,Anna and the King ,Randall Duk Kim
Tarsem Singh,Daniel Sharman,Henry Cavill,Immortals ,Steve Byers
Florent-Emilio Siri,Bruce Willis,Jimmy Bennett,Hostage ,Ransford Doherty
Don Bluth,Janeane Garofalo,Matt Damon,Titan A.E. ,Nathan Lane
Ron Shelton,Bruce Greenwood,Harrison Ford,Hollywood Homicide ,Lena Olin
Paul W.S. Anderson,Sean Pertwee,Connie Nielsen,Soldier ,Jason Scott Lee
David Pastor,Kiernan Shipka,Christopher Meloni,Carriers ,Lou Taylor Pucci
Henry Selick,Bridget Fonda,Brendan Fraser,Monkeybone ,Megan Mullally
John Moore,Tony Curran,Dennis Quaid,Flight of the Phoenix ,Miranda Otto
M. Night Shyamalan,Bruce Willis,Robin Wright,Unbreakable ,Michael Kelly
Kyle Balda,Jon Hamm,Steve Carell,Minions ,Steve Coogan
Zack Snyder,Abbie Cornish,Jon Hamm,Sucker Punch ,Scott Glenn
Brian De Palma,Mike Starr,Nicolas Cage,Snake Eyes ,John Heard
Barry Levinson,James Pickens Jr.,Peter Coyote,Sphere ,Huey Lewis
Clay Kaytis,Josh Gad,Peter Dinklage,The Angry Birds Movie ,Keegan-Michael Key
Andy Tennant,Ray Winstone,Matthew McConaughey,Fool's Gold ,Alexis Dziena
Judd Apatow,RZA,Adam Sandler,Funny People ,Maude Apatow
Peter Berg,Frances Fisher,Jennifer Garner,The Kingdom ,Tim McGraw
Adam McKay,Leslie Bibb,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,Gary Cole
Steve Carr,Jeffrey Jones,Raven-Symoné,Dr. Dolittle 2 ,Kevin Pollak
Mel Gibson,Patrick McGoohan,Mhairi Calvey,Braveheart ,James Robinson
Sam Mendes,Brian Geraghty,Jake Gyllenhaal,Jarhead ,James Morrison
David Silverman,Yeardley Smith,Albert Brooks,The Simpsons Movie ,Marcia Wallace
Frank Darabont,Hal Holbrook,Martin Landau,The Majestic ,Jeffrey DeMunn
Renny Harlin,Estella Warren,Sylvester Stallone,Driven ,Cristián de la Fuente
Jean-Jacques Annaud,Jean-Claude Dreyfus,David Gant,Two Brothers ,Oanh Nguyen
M. Night Shyamalan,Judy Greer,Bryce Dallas Howard,The Village ,William Hurt
Betty Thomas,Raven-Symoné,Oliver Platt,Doctor Dolittle ,Peter Boyle
M. Night Shyamalan,Merritt Wever,Rory Culkin,Signs ,Cherry Jones
Andrew Adamson,Jennifer Saunders,Rupert Everett,Shrek 2 ,Conrad Vernon
John Lasseter,Cheech Marin,John Ratzenberger,Cars ,George Carlin
Garry Marshall,Christopher Meloni,Julia Roberts,Runaway Bride ,Hector Elizondo
Rob Cohen,Eve,Vin Diesel,xXx ,Leila Arcieri
Paul Tibbitt,Billy West,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,Eddie Deezen
Ron Howard,Delroy Lindo,Lili Taylor,Ransom ,Rene Russo
Quentin Tarantino,Brad Pitt,Michael Fassbender,Inglourious Basterds ,Christoph Waltz
Steven Spielberg,Julia Roberts,Robin Williams,Hook ,Bob Hoskins
Brett Ratner,Rufus Sewell,Dwayne Johnson,Hercules ,Ingrid Bolsø Berdal
Renny Harlin,John Amos,Bruce Willis,Die Hard 2 ,Franco Nero
Clark Johnson,Josh Charles,Jeremy Renner,S.W.A.T. ,LL Cool J
,,,,
Cameron Crowe,Ivana Milicevic,Tom Cruise,Vanilla Sky ,Noah Taylor
M. Night Shyamalan,Freddy Rodríguez,Bryce Dallas Howard,Lady in the Water ,Bob Balaban
Paul W.S. Anderson,Colin Salmon,Sanaa Lathan,AVP: Alien vs. Predator ,Raoul Bova
Betty Thomas,Bridgit Mendler,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,Jesse McCartney
Randall Wallace,Marc Blucas,Jon Hamm,We Were Soldiers ,Chris Klein
Antoine Fuqua,Morgan Freeman,Gerard Butler,Olympus Has Fallen ,Radha Mitchell
Jonathan Frakes,Jonathan Frakes,LeVar Burton,Star Trek: Insurrection ,Michael Dorn
Jonathan Liebesman,Jim Parrack,Noel Fisher,Battle Los Angeles ,Ramon Rodriguez
